id,sales
2974158,31.278020963541792
2974159,31.278020963541792
2974160,31.278020963541792
2974161,2815.3404153098695
2974162,31.278020963541792
2974163,490.4069191589886
2974164,31.278020963541792
2974165,1067.00066928657
2974166,873.566157544802
2974167,295.4650360829504
2974168,105.57710651153131
2974169,119.54681703033698
2974170,3032.792977153636
2974171,31.278020963541792
2974172,31.278020963541792
2974173,183.44646372037457
2974174,146.40279868379932
2974175,31.278020963541792
2974176,249.92915631754005
2974177,31.278020963541792
2974178,31.278020963541792
2974179,31.278020963541792
2974180,183.92172957351562
2974181,31.278020963541792
2974182,335.9544975434541
2974183,293.49463080201383
2974184,31.278020963541792
2974185,31.278020963541792
2974186,381.3277177330565
2974187,39.54980049405017
2974188,2376.942635624481
2974189,31.278020963541792
2974190,31.278020963541792
2974191,15.18973611556943
2974192,15.18973611556943
2974193,15.18973611556943
2974194,1627.3889802897424
2974195,15.18973611556943
2974196,247.36130405160563
2974197,15.18973611556943
2974198,824.5633202194006
2974199,416.0754489897561
2974200,236.4517523292443
2974201,112.87065320553734
2974202,32.90433414112313
2974203,2735.2294437766773
2974204,15.18973611556943
2974205,15.18973611556943
2974206,15.18973611556943
2974207,15.18973611556943
2974208,15.18973611556943
2974209,178.37340961675133
2974210,15.18973611556943
2974211,15.18973611556943
2974212,15.18973611556943
2974213,20.09557228339721
2974214,15.18973611556943
2974215,164.17814449567018
2974216,228.17223840368572
2974217,15.18973611556943
2974218,15.18973611556943
2974219,172.8392609199406
2974220,81.49677727978275
2974221,662.4825148569439
2974222,15.18973611556943
2974223,15.18973611556943
2974224,42.660976637170435
2974225,42.660976637170435
2974226,42.660976637170435
2974227,4837.724614849975
2974228,42.660976637170435
2974229,737.4331301563683
2974230,42.660976637170435
2974231,1809.836553539428
2974232,985.5936294426142
2974233,395.47931183458536
2974234,246.4262927151053
2974235,239.25882254837245
2974236,8034.978325499011
2974237,42.660976637170435
2974238,42.660976637170435
2974239,172.07817659293102
2974240,42.660976637170435
2974241,42.660976637170435
2974242,402.87896627978154
2974243,42.660976637170435
2974244,42.660976637170435
